T	2898:22050	2822,16450,138,12	10	Medium	false	HEIGHT	hotspot/state · Pages · home-by-position	Pages · home by position
T	2898:22048	2822,16414,138,12	10	Medium	false	HEIGHT	hotspot/state · Pages · drag	Pages · drag
T	2898:22046	2822,16378,138,12	10	Medium	false	HEIGHT	hotspot/state · Pages · delete-confirm	Pages · delete-confirm
T	2898:22044	2800,16665,248,117	11	Regular	true	HEIGHT	Pages · tree · homepage by position (of 140:2)	UX-B-32 — Pages owns the per-page fact ('show in nav') and the visibility of which pages n
T	2898:22043	2800,16548,248,117	11	Regular	true	HEIGHT	Pages · tree · homepage by position (of 140:2)	UX-B-13 — '+ Add page' routes through the uniqueness helpers duplicate already uses (PageM
T	2898:22041	2800,16521,228,26	11	Regular	true	HEIGHT	Pages · tree · homepage by position (of 140:2)	/blog/{slug} · template: Blog post · read-only
T	2898:22040	2800,16505,14,16	11	Medium	true	WIDTH_AND_HEIGHT	Pages · tree · homepage by position (of 140:2)	12
T	2898:22039	2800,16485,89,20	13	Regular	true	WIDTH_AND_HEIGHT	Pages · tree · homepage by position (of 140:2)	▾  FROM BLOG
T	2898:22037	2800,16471,248,13	11	Regular	true	HEIGHT	Pages · tree · homepage by position (of 140:2)	Folders are yours only, on this browser.
T	2898:22035	2936,16762,138,12	10	Medium	false	HEIGHT	hotspot/state · rename · name-conflict	rename · name-conflict
T	2898:22033	2936,16762,104,12	10	Medium	false	HEIGHT	hotspot/state · page-settings · crash	page-settings · crash
T	2898:22031	2806,16734,138,12	10	Medium	false	HEIGHT	hotspot/state · page-settings · save-failed	page-settings · save-failed
T	2898:22019	2816,16379,76,20	13	Regular	true	WIDTH_AND_HEIGHT	Add page	+  Add page
T	2898:22016	2988,16218,86,16	11	Medium	true	WIDTH_AND_HEIGHT	Row · About	Won't publish
T	2898:22015	2856,16216,37,20	13	Regular	true	WIDTH_AND_HEIGHT	Row · About	About
T	2898:22012	3050,16186,7,16	11	Medium	true	WIDTH_AND_HEIGHT	Row · Legal	2
T	2898:22011	2876,16184,34,20	13	Regular	true	WIDTH_AND_HEIGHT	Row · Legal	Legal
T	2898:22010	2856,16186,12,18	12	Regular	true	WIDTH_AND_HEIGHT	Row · Legal	📁
T	2898:22009	2840,16186,5,18	12	Regular	true	WIDTH_AND_HEIGHT	Row · Legal	▸
T	2898:22006	3032,16154,33,16	11	Medium	true	WIDTH_AND_HEIGHT	Row · Contact	Draft
T	2898:22005	2856,16152,49,20	13	Regular	true	WIDTH_AND_HEIGHT	Row · Contact	Contact
T	2898:22002	2856,16120,35,20	13	Regular	true	WIDTH_AND_HEIGHT	Row · Menu	Menu
T	2898:21998	2874,16088,37,20	13	Regular	true	WIDTH_AND_HEIGHT	Row · Home	Home
T	2898:21997	2856,16089,9,18	12	Regular	true	WIDTH_AND_HEIGHT	Row · Home	⌂
T	2898:21994	3050,16058,7,16	11	Medium	true	WIDTH_AND_HEIGHT	Row · Marketing	3
T	2898:21993	2876,16056,62,20	13	Regular	true	WIDTH_AND_HEIGHT	Row · Marketing	Marketing
T	2898:21992	2856,16058,12,18	12	Regular	true	WIDTH_AND_HEIGHT	Row · Marketing	📁
T	2898:21991	2840,16058,5,18	12	Regular	true	WIDTH_AND_HEIGHT	Row · Marketing	▾
T	2898:21988	3001,16068,66,18	12	Regular	true	WIDTH_AND_HEIGHT	Search	⚂ Structure
R	2898:21981	141:2	NAVIGATE	Pages · tree · homepage by position (of 140:2)
R	2898:22055	1706:8505	NAVIGATE	hotspot/state · Pages · rename-url-offer
R	2898:22053	1706:8505	NAVIGATE	hotspot/state · Pages · bulk-toast
R	2898:22051	1706:8505	NAVIGATE	hotspot/state · Pages · local-only
R	2898:22049	1706:8505	NAVIGATE	hotspot/state · Pages · home-by-position
R	2898:22047	1706:8505	NAVIGATE	hotspot/state · Pages · drag
R	2898:22045	1706:8505	NAVIGATE	hotspot/state · Pages · delete-confirm
R	2898:22036	2430:12214	NAVIGATE	hotspot/state · Pages · structure
R	2898:22034	1717:17217	NAVIGATE	hotspot/state · rename · name-conflict
R	2898:22032	1706:8509	NAVIGATE	hotspot/state · page-settings · crash
R	2898:22030	1706:8505	NAVIGATE	hotspot/state · page-settings · save-failed
R	2898:22029	141:165	NAVIGATE	hotspot/state · Pages · load-error
R	2898:22028	141:124	NAVIGATE	hotspot/state · Pages · empty
R	2898:22027	141:78	NAVIGATE	hotspot/state · Pages · bulk-select
R	2898:22026	1171:4767	NAVIGATE	hotspot/state · Pages · command-palette
R	2898:22025	1171:4713	NAVIGATE	hotspot/state · Pages · context-menu
R	2898:22024	833:4518	NAVIGATE	hotspot/return · publish readiness
R	2898:22023	52:2	NAVIGATE	hotspot/back · to editor
R	2898:22022	782:4212	NAVIGATE	hotspot/state · Pages · no-results
R	2898:22020	302:1978	NAVIGATE	hotspot/state · S3.7 · page-settings · SEO
R	2898:22018	295:1972	NAVIGATE	Add page
R	2898:21995	302:1978	NAVIGATE	Row · Home
R	2898:21991	141:2	NAVIGATE	▾
R	2898:21988	141:207	NAVIGATE	Structure link (ink)
R	2898:21986	141:207	NAVIGATE	⊞ Listings
END	done=2865:22206|2898:12617|2898:21981	stopped=true	bytes=18630
